Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anžejs Pasečņiks,C,25,WAS,1,0,6.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0
Patrick Patterson,PF,31,LAC,12,1,13.3,1.7,3.9,.426,1.0,2.9,.343,0.7,1.0,.667,.553,0.3,0.5,.667,0.3,1.7,2.0,0.4,0.4,0.2,0.6,1.3,4.7
Justin Patton,C,23,HOU,9,5,22.9,2.8,6.3,.439,0.9,3.1,.286,1.9,3.2,.586,.509,0.3,0.4,.750,1.1,3.4,4.6,1.0,1.2,1.6,0.4,3.1,6.8
Chris Paul,PG,35,PHO,36,36,31.8,5.9,12.4,.479,1.5,3.9,.390,4.4,8.4,.520,.540,2.5,2.6,.947,0.4,4.3,4.7,8.8,1.2,0.3,2.4,2.6,15.8
Cameron Payne,PG,26,PHO,26,0,16.5,2.7,5.3,.500,1.1,2.3,.459,1.6,3.0,.532,.601,0.6,0.6,.938,0.1,1.8,1.9,3.6,0.6,0.2,1.0,1.7,7.0
Elfrid Payton,PG,26,NYK,34,34,28.1,5.2,12.0,.437,0.5,1.9,.250,4.8,10.1,.472,.457,1.6,2.2,.737,1.3,2.5,3.8,3.7,0.7,0.2,1.8,1.9,12.6
Norvel Pelle,C,27,TOT,4,0,8.0,0.8,2.0,.375,0.0,0.0,,0.8,2.0,.375,.375,0.8,1.0,.750,1.0,1.0,2.0,0.3,0.0,0.8,0.8,2.5,2.3
Norvel Pelle,C,27,BRK,3,0,9.3,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.0,0.0,,1.0,1.3,2.3,0.0,0.0,1.0,1.0,3.0,2.0
Norvel Pelle,C,27,SAC,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,3.0,4.0,.750,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
Reggie Perry,PF,20,BRK,14,0,10.5,1.5,3.6,.412,0.1,0.9,.167,1.4,2.8,.487,.431,0.4,0.6,.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6
Theo Pinson,SG,25,NYK,13,0,2.2,0.1,0.6,.125,0.0,0.5,.000,0.1,0.1,1.000,.125,0.0,0.0,,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.2,0.2
Mason Plumlee,C,30,DET,36,36,28.0,4.3,7.1,.606,0.0,0.2,.000,4.3,6.9,.621,.606,1.8,2.8,.660,2.8,6.3,9.1,3.9,0.8,0.8,2.1,3.5,10.4
Jakob Poeltl,C,25,SAS,35,17,23.9,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,0.5,1.5,.353,3.0,4.3,7.2,1.9,0.6,1.5,1.1,2.2,6.5
Vincent Poirier,C,27,PHI,9,0,4.0,0.3,1.3,.250,0.0,0.1,.000,0.3,1.2,.273,.250,0.2,0.4,.500,0.7,0.6,1.2,0.2,0.0,0.2,0.3,0.7,0.9
Aleksej Pokusevski,PF,19,OKC,20,3,19.8,1.8,6.4,.281,0.9,3.8,.224,1.0,2.6,.365,.348,0.4,0.4,1.000,0.6,3.7,4.3,1.5,0.5,1.1,1.5,1.1,4.9
Jordan Poole,SG,21,GSW,18,0,11.7,2.6,5.4,.480,1.3,3.3,.383,1.3,2.1,.632,.597,1.3,1.4,.923,0.1,1.2,1.3,1.2,0.2,0.2,0.4,1.0,7.8
Kevin Porter Jr.,G,20,HOU,3,2,32.3,6.3,16.0,.396,1.3,7.0,.190,5.0,9.0,.556,.438,3.0,4.0,.750,0.3,3.0,3.3,8.3,1.3,1.0,3.3,3.0,17.0
Michael Porter Jr.,SF,22,DEN,28,21,28.6,5.6,10.9,.515,2.4,5.6,.430,3.2,5.3,.605,.626,1.5,2.0,.750,1.4,5.8,7.1,0.8,0.8,1.0,1.1,2.4,15.1
Otto Porter,SF,27,CHI,19,6,22.3,3.7,8.7,.422,1.6,4.2,.375,2.1,4.5,.465,.512,1.6,1.9,.833,1.2,4.8,6.0,2.0,0.6,0.2,0.9,1.4,10.5
Bobby Portis,C,25,MIL,38,2,21.5,4.6,8.5,.540,1.1,2.3,.488,3.5,6.2,.559,.606,0.7,0.9,.714,1.8,5.2,7.0,1.1,0.8,0.4,0.8,1.9,10.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristaps Porziņģis,C,25,DAL,22,22,30.2,7.8,16.1,.486,2.3,6.3,.370,5.5,9.8,.560,.558,2.8,3.3,.836,1.9,6.6,8.5,1.3,0.4,1.5,1.2,3.0,20.7
Dwight Powell,C,29,DAL,25,8,15.1,1.3,2.9,.452,0.0,0.4,.111,1.3,2.6,.500,.459,1.8,2.4,.754,1.1,2.4,3.5,0.8,0.5,0.3,0.7,2.4,4.5
Norman Powell,SG,27,TOR,37,26,30.0,6.5,13.2,.490,2.7,6.2,.435,3.8,7.0,.539,.592,3.4,3.9,.881,0.4,2.6,3.0,1.9,1.2,0.2,1.8,2.2,19.0
Taurean Prince,PF,26,TOT,29,10,21.4,2.7,7.2,.380,1.3,3.5,.386,1.4,3.7,.374,.474,1.6,1.8,.849,0.5,3.1,3.6,1.7,0.7,0.7,1.1,1.8,8.3
Taurean Prince,PF,26,BRK,12,4,18.2,2.5,6.2,.405,1.1,3.1,.351,1.4,3.1,.459,.493,2.0,2.3,.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
Taurean Prince,PF,26,CLE,17,6,23.6,2.9,7.9,.366,1.5,3.8,.406,1.4,4.1,.329,.463,1.2,1.5,.808,0.8,3.4,4.1,2.5,0.6,0.6,1.2,1.9,8.5
Payton Pritchard,SG,23,BOS,32,1,20.9,2.8,6.2,.452,1.4,3.4,.409,1.4,2.8,.506,.565,0.5,0.6,.944,0.5,1.7,2.2,2.3,0.6,0.2,1.1,1.9,7.6
Immanuel Quickley,PG,21,NYK,35,0,19.3,3.9,9.8,.395,1.9,4.9,.380,2.0,4.9,.409,.490,3.0,3.2,.920,0.5,1.9,2.3,2.4,0.5,0.3,1.0,2.0,12.5
Jahmi'us Ramsey,SG,19,SAC,5,0,3.4,0.6,1.0,.600,0.2,0.6,.333,0.4,0.4,1.000,.700,0.0,0.0,,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.0,1.4
Chasson Randle,PG,27,ORL,11,0,21.9,1.9,4.6,.412,1.0,3.1,.324,0.9,1.5,.588,.520,0.6,0.9,.700,0.2,2.0,2.2,2.9,0.4,0.1,1.1,2.1,5.5
Julius Randle,PF,26,NYK,39,39,36.6,8.2,17.0,.480,1.9,4.5,.412,6.3,12.4,.505,.535,4.7,5.9,.800,1.4,9.6,11.0,5.7,0.8,0.3,3.3,3.1,22.9
Cam Reddish,SF,21,ATL,26,21,28.8,3.7,10.1,.365,1.3,4.8,.262,2.4,5.3,.460,.428,2.6,3.2,.817,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2
J.J. Redick,SG,36,NOP,31,0,18.6,2.8,6.9,.407,1.6,4.5,.364,1.2,2.4,.486,.526,1.5,1.5,.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7
Paul Reed,PF,21,PHI,6,0,10.3,1.7,3.8,.435,0.0,0.5,.000,1.7,3.3,.500,.435,0.0,0.0,,1.2,0.8,2.0,0.5,0.2,0.8,0.8,0.7,3.3
Naz Reid,C,21,MIN,37,13,20.4,4.6,8.9,.523,0.9,2.6,.337,3.8,6.2,.602,.573,1.6,2.2,.699,1.2,3.5,4.7,1.2,0.6,1.2,1.0,3.0,11.8
Nick Richards,PF,23,CHO,9,0,3.1,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.7,1.0,.667,0.2,0.6,0.8,0.0,0.0,0.0,0.1,0.4,1.3
Josh Richardson,SG,27,DAL,28,28,31.8,4.8,10.8,.444,1.7,5.3,.320,3.1,5.5,.561,.522,2.3,2.5,.929,0.9,2.3,3.2,2.8,0.9,0.3,1.5,2.7,13.6
Austin Rivers,SG,28,NYK,21,2,21.0,2.8,6.4,.430,1.3,3.7,.364,1.4,2.8,.517,.533,0.5,0.7,.714,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3
Andre Roberson,SG,29,BRK,5,0,12.6,0.4,2.8,.143,0.2,1.6,.125,0.2,1.2,.167,.179,0.2,0.4,.500,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2
Duncan Robinson,SF,26,MIA,39,39,33.1,4.2,9.9,.424,3.3,8.5,.390,0.9,1.4,.625,.590,1.1,1.3,.840,0.1,3.8,3.9,1.6,0.5,0.2,1.2,2.4,12.8
Glenn Robinson III,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
Jerome Robinson,SG,23,WAS,13,3,17.0,1.7,5.2,.328,0.7,2.4,.290,1.0,2.8,.361,.396,1.2,1.3,.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Robinson,C,22,NYK,27,27,28.8,3.8,5.8,.660,0.0,0.0,,3.8,5.8,.660,.660,0.8,1.7,.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4
Isaiah Roby,PF,22,OKC,33,13,21.8,3.4,6.3,.536,0.6,1.7,.339,2.8,4.6,.609,.582,1.4,1.9,.719,1.5,3.9,5.4,1.8,0.8,0.6,1.6,2.6,8.7
Rajon Rondo,PG,34,ATL,23,2,14.9,1.6,4.0,.391,0.7,1.8,.405,0.8,2.2,.380,.484,0.0,0.1,.500,0.2,1.9,2.1,3.4,0.7,0.1,1.4,0.8,3.9
Derrick Rose,PG,32,TOT,25,3,23.5,5.0,11.7,.430,0.9,2.4,.377,4.1,9.3,.444,.469,2.5,3.0,.851,0.3,1.9,2.2,4.5,1.2,0.4,1.9,1.2,13.5
Derrick Rose,PG,32,DET,15,0,22.8,5.3,12.3,.429,0.9,2.6,.333,4.4,9.7,.455,.465,2.8,3.3,.840,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2
Derrick Rose,PG,32,NYK,10,3,24.6,4.7,10.9,.431,1.0,2.2,.455,3.7,8.7,.425,.477,2.1,2.4,.875,0.1,2.5,2.6,4.9,1.1,0.6,1.9,1.2,12.5
Terrence Ross,SG,29,ORL,36,2,29.6,5.7,13.8,.414,2.3,6.3,.360,3.4,7.5,.459,.496,2.3,2.6,.894,0.3,3.2,3.5,2.3,1.1,0.5,1.7,1.9,16.0
Terry Rozier,SG,26,CHO,35,35,33.1,7.3,15.1,.486,3.4,7.8,.432,3.9,7.3,.543,.598,2.3,2.8,.825,0.5,3.2,3.7,3.2,1.4,0.3,2.0,1.9,20.3
Ricky Rubio,PG,30,MIN,37,22,25.7,2.7,6.9,.387,0.8,2.4,.311,1.9,4.5,.428,.441,2.1,2.5,.846,0.4,2.8,3.2,6.5,1.2,0.0,2.1,2.2,8.2
D'Angelo Russell,PG,24,MIN,20,19,29.2,7.0,16.3,.426,3.0,7.4,.399,4.0,8.9,.449,.517,2.4,3.2,.750,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3
Domantas Sabonis,PF,24,IND,37,37,36.6,7.8,14.9,.527,0.9,2.7,.327,6.9,12.1,.572,.557,4.2,5.9,.719,2.5,8.7,11.2,6.2,1.1,0.6,3.4,3.5,20.8
Luka Šamanić,PF,21,SAS,12,1,10.2,1.4,3.3,.436,0.7,1.9,.348,0.8,1.3,.563,.538,0.6,1.1,.538,0.5,2.1,2.6,0.3,0.3,0.3,0.7,1.0,4.1
JaKarr Sampson,PF,27,IND,15,0,6.5,1.0,2.1,.469,0.1,0.3,.200,0.9,1.8,.519,.484,0.5,0.7,.800,0.5,1.4,1.9,0.1,0.1,0.2,0.4,0.7,2.6
Dario Šarić,C,26,PHO,19,0,18.8,4.2,8.5,.497,1.4,3.5,.388,2.8,4.9,.574,.578,1.9,2.2,.902,0.8,3.3,4.1,1.3,0.7,0.2,1.3,2.2,11.7
Tomáš Satoranský,SG,29,CHI,26,1,20.8,2.6,5.0,.519,0.8,1.8,.438,1.8,3.1,.568,.601,1.2,1.3,.909,0.4,2.2,2.6,4.5,0.5,0.2,1.6,1.2,7.1
Dennis Schröder,SG,27,LAL,34,34,31.3,5.2,11.9,.436,1.0,3.1,.318,4.2,8.7,.478,.478,3.4,4.2,.824,0.5,3.0,3.5,4.5,1.0,0.3,2.4,2.7,14.8
Mike Scott,PF,32,PHI,20,4,17.6,1.6,3.9,.416,1.1,2.9,.379,0.5,1.0,.526,.558,0.1,0.3,.400,0.2,2.5,2.7,0.4,0.5,0.1,0.6,1.0,4.4
Collin Sexton,SG,22,CLE,33,33,36.0,8.7,18.1,.478,1.6,4.2,.384,7.1,13.9,.507,.523,4.7,5.9,.804,0.7,1.9,2.6,4.2,1.2,0.1,2.8,2.8,23.7
Landry Shamet,SG,23,BRK,35,0,20.1,2.7,6.7,.402,1.9,5.0,.385,0.8,1.7,.450,.545,1.0,1.2,.854,0.2,1.7,1.9,1.1,0.4,0.1,0.7,1.3,8.3
Iman Shumpert,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0
Pascal Siakam,PF,26,TOR,30,30,35.8,7.4,16.3,.453,1.2,4.1,.295,6.2,12.3,.505,.490,4.1,5.0,.819,1.9,5.5,7.5,4.8,1.2,0.7,2.2,3.1,20.1
Chris Silva,PF,24,MIA,9,0,8.6,0.9,1.2,.727,0.1,0.1,1.000,0.8,1.1,.700,.773,1.2,1.7,.733,0.8,2.0,2.8,0.7,0.1,0.6,1.0,2.1,3.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Simmons,PG,24,PHI,32,32,33.7,6.2,10.7,.581,0.1,0.2,.286,6.1,10.4,.587,.584,3.6,5.4,.663,1.7,6.1,7.8,7.7,1.6,0.7,3.3,3.0,16.0
Anfernee Simons,SG,21,POR,35,0,16.7,2.7,6.9,.398,2.0,4.8,.408,0.8,2.1,.375,.541,0.7,0.8,.821,0.2,2.1,2.4,1.4,0.2,0.1,0.8,1.7,8.1
Deividas Sirvydis,SG,20,DET,5,0,1.6,0.0,0.6,.000,0.0,0.6,.000,0.0,0.0,,.000,0.2,0.4,.500,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
Marcus Smart,PG,26,BOS,19,17,31.0,4.2,10.4,.406,1.7,5.1,.330,2.5,5.3,.480,.487,2.8,3.7,.761,0.5,2.1,2.6,5.7,1.6,0.5,1.6,2.4,12.9
Dennis Smith Jr.,PG,23,TOT,16,7,18.6,2.8,7.3,.379,1.0,3.1,.327,1.8,4.2,.418,.448,0.7,0.9,.786,0.7,2.0,2.7,3.2,1.1,0.6,1.1,1.6,7.2
Dennis Smith Jr.,PG,23,NYK,3,0,9.3,0.7,3.3,.200,0.0,1.3,.000,0.7,2.0,.333,.200,1.7,2.0,.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0
Dennis Smith Jr.,PG,23,DET,13,7,20.7,3.2,8.2,.396,1.2,3.5,.356,2.0,4.7,.426,.472,0.5,0.6,.750,0.8,2.3,3.2,3.7,1.2,0.8,1.2,1.6,8.2
Ish Smith,PG,32,WAS,19,1,20.6,2.3,6.1,.379,0.3,1.1,.250,2.1,5.1,.406,.401,0.3,0.8,.400,0.5,2.9,3.5,4.7,0.8,0.2,1.0,0.9,5.2
Jalen Smith,PF,20,PHO,11,0,5.2,0.6,1.7,.368,0.2,0.7,.250,0.5,1.0,.455,.421,0.0,0.2,.000,0.5,0.5,1.0,0.2,0.0,0.2,0.1,0.4,1.5
Tony Snell,SG,29,ATL,26,9,19.0,1.8,3.7,.484,1.4,2.6,.552,0.3,1.1,.321,.679,0.1,0.1,1.000,0.4,1.8,2.2,1.3,0.1,0.3,0.5,1.4,5.0
Ray Spalding,C,23,HOU,2,0,9.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,1.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0
Cassius Stanley,SG,21,IND,8,0,2.9,0.3,0.9,.286,0.1,0.3,.500,0.1,0.6,.200,.357,0.5,0.6,.800,0.3,0.1,0.4,0.0,0.0,0.3,0.1,0.9,1.1
Lamar Stevens,PF,23,CLE,26,0,13.6,1.5,3.7,.406,0.1,0.7,.118,1.4,3.0,.468,.417,0.9,1.3,.676,0.5,2.0,2.4,0.9,0.4,0.3,0.6,1.4,4.0
Isaiah Stewart,C,19,DET,36,2,18.6,2.4,4.3,.564,0.1,0.2,.333,2.4,4.2,.573,.571,0.6,0.9,.676,2.4,3.5,5.9,0.7,0.6,1.0,0.9,2.5,5.6
Max Strus,SF,24,MIA,19,0,14.9,2.5,5.4,.456,1.6,4.5,.365,0.8,0.9,.889,.607,0.5,0.7,.714,0.1,0.9,1.1,0.5,0.2,0.0,0.2,1.3,7.1
Edmond Sumner,SG,25,IND,24,4,11.6,1.8,3.6,.506,0.4,1.2,.345,1.4,2.4,.586,.563,0.9,1.2,.759,0.3,1.0,1.4,0.4,0.6,0.1,0.9,1.3,5.0
Jae'Sean Tate,SF,25,HOU,37,25,27.6,4.0,7.6,.530,0.6,2.1,.299,3.4,5.5,.618,.571,1.2,1.7,.730,1.8,3.5,5.3,1.6,1.1,0.5,1.2,3.1,9.9
Jayson Tatum,SF,22,BOS,33,33,35.6,9.1,20.5,.445,2.6,7.0,.375,6.5,13.5,.481,.509,4.2,4.8,.863,0.6,6.4,7.0,4.5,1.3,0.5,2.5,1.9,25.1
Jeff Teague,PG,32,BOS,30,4,17.9,2.0,5.4,.374,0.7,1.6,.429,1.3,3.8,.351,.439,1.5,1.7,.865,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.2,6.3
Garrett Temple,SG,34,CHI,35,12,27.9,3.1,7.4,.425,1.3,3.8,.343,1.8,3.6,.512,.514,0.9,1.1,.816,0.6,2.6,3.1,2.0,0.9,0.5,1.0,2.3,8.5
Tyrell Terry,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0
Daniel Theis,C,28,BOS,36,31,23.9,3.6,6.4,.570,0.8,2.1,.368,2.9,4.3,.669,.630,1.2,1.7,.677,1.3,3.7,4.9,1.3,0.6,1.1,1.0,2.8,9.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brodric Thomas,SG,24,TOT,6,0,5.7,0.8,2.0,.417,0.3,1.2,.286,0.5,0.8,.600,.500,1.2,1.5,.778,0.2,0.7,0.8,0.7,0.2,0.2,0.7,1.0,3.2
Brodric Thomas,SG,24,HOU,4,0,6.0,0.5,1.8,.286,0.3,1.5,.167,0.3,0.3,1.000,.357,1.3,1.8,.714,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3,2.5
Brodric Thomas,G,24,CLE,2,0,5.0,1.5,2.5,.600,0.5,0.5,1.000,1.0,2.0,.500,.700,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,4.5
Matt Thomas,SG,26,TOR,24,0,7.3,0.9,2.3,.375,0.6,1.5,.378,0.3,0.8,.368,.500,0.3,0.3,.857,0.1,0.7,0.8,0.4,0.1,0.0,0.3,0.3,2.6
Tristan Thompson,PF,29,BOS,36,31,22.5,3.3,6.2,.534,0.0,0.1,.000,3.3,6.1,.541,.534,1.3,2.2,.600,3.1,5.3,8.4,1.0,0.4,0.4,1.0,2.1,7.9
Sindarius Thornwell,SG,26,NOP,14,1,5.2,0.5,1.5,.333,0.2,0.6,.333,0.3,0.9,.333,.405,0.0,0.1,.000,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2,1.2
Matisse Thybulle,SG,23,PHI,36,4,18.4,1.4,3.4,.430,0.6,1.9,.314,0.8,1.4,.588,.521,0.2,0.4,.571,0.5,1.1,1.6,1.0,1.6,0.9,0.4,2.1,3.7
Killian Tillie,C,22,MEM,2,0,10.5,0.5,2.0,.250,0.5,1.0,.500,0.0,1.0,.000,.375,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.0,0.5,2.5,1.5
Xavier Tillman Sr.,PF,22,MEM,30,7,19.8,2.8,5.5,.512,0.3,1.2,.278,2.5,4.3,.577,.542,0.7,0.9,.741,1.3,3.1,4.4,1.6,0.9,0.6,0.9,2.4,6.7
Obi Toppin,PF,22,NYK,29,0,12.8,2.0,4.0,.504,0.5,1.6,.311,1.5,2.4,.629,.565,0.4,0.5,.733,0.5,2.1,2.6,0.6,0.3,0.3,0.6,1.1,4.9
Juan Toscano-Anderson,SG,27,GSW,25,13,20.2,2.1,3.8,.558,0.6,1.4,.417,1.5,2.4,.644,.637,0.5,0.7,.722,0.6,3.6,4.2,2.2,0.5,0.5,1.1,2.1,5.4
Karl-Anthony Towns,C,25,MIN,19,19,33.0,7.9,16.0,.493,1.8,5.2,.357,6.1,10.8,.558,.551,4.2,4.8,.879,2.8,7.7,10.5,4.0,0.8,1.7,3.3,3.7,21.8
Gary Trent Jr.,SG,22,POR,36,23,31.4,5.5,13.2,.418,3.1,7.6,.404,2.4,5.6,.438,.535,1.3,1.6,.763,0.6,1.6,2.2,1.5,0.9,0.1,0.7,1.6,15.4
P.J. Tucker,PF,35,HOU,32,32,30.0,1.5,4.1,.366,0.8,2.7,.314,0.7,1.4,.467,.469,0.6,0.7,.783,1.0,3.6,4.6,1.4,0.9,0.6,1.0,2.8,4.4
Myles Turner,C,24,IND,35,35,31.3,4.7,9.6,.490,1.4,4.5,.316,3.3,5.1,.644,.564,2.6,3.3,.789,1.4,5.1,6.5,1.0,1.0,3.3,1.3,3.5,13.4
Jonas Valančiūnas,C,28,MEM,30,29,27.7,6.5,11.9,.547,0.3,1.0,.333,6.2,10.9,.567,.561,2.6,3.5,.740,3.7,8.0,11.7,1.8,0.6,0.7,2.0,3.0,16.0
Denzel Valentine,SG,27,CHI,33,3,19.2,3.0,7.9,.382,1.6,4.6,.351,1.4,3.4,.423,.483,0.2,0.2,1.000,0.4,3.7,4.1,1.8,0.7,0.0,0.6,1.2,7.8
Jarred Vanderbilt,PF,21,MIN,37,20,19.0,2.5,4.0,.617,0.0,0.1,.500,2.5,4.0,.619,.621,1.0,1.8,.559,1.8,4.1,5.9,1.5,1.1,0.8,1.1,2.1,6.0
Fred VanVleet,SG,26,TOR,34,34,36.7,6.6,16.6,.400,3.4,8.8,.383,3.3,7.9,.419,.501,3.5,3.9,.894,0.7,3.8,4.4,6.6,1.7,0.8,2.0,2.4,20.1
Devin Vassell,SF,20,SAS,28,1,17.2,1.9,4.8,.398,1.0,2.4,.403,0.9,2.4,.394,.500,0.6,0.8,.857,0.6,2.5,3.1,1.1,1.1,0.3,0.4,1.3,5.4
Gabe Vincent,PG,24,MIA,25,5,15.0,2.1,5.7,.364,0.9,3.6,.258,1.2,2.2,.537,.444,0.8,0.8,.905,0.1,1.0,1.1,1.2,0.5,0.1,0.8,1.8,5.8
Noah Vonleh,PF,25,BRK,4,0,2.8,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vučević,C,30,ORL,39,39,33.9,10.1,20.5,.490,2.7,6.5,.416,7.3,14.0,.525,.556,2.2,2.5,.848,1.9,9.7,11.6,3.7,1.0,0.6,1.9,1.7,25.0
Dean Wade,PF,24,CLE,30,5,11.6,1.1,2.7,.413,0.7,1.9,.393,0.4,0.8,.458,.550,0.3,0.4,.667,0.5,1.6,2.0,0.7,0.2,0.3,0.4,0.8,3.2
Moritz Wagner,C,23,WAS,24,13,14.7,2.5,4.9,.500,0.5,1.7,.300,2.0,3.3,.603,.551,1.5,2.0,.771,0.5,2.5,3.0,1.2,0.9,0.3,0.8,2.4,7.0
Kemba Walker,PG,30,BOS,22,22,30.0,6.0,15.5,.388,2.9,8.0,.360,3.1,7.5,.418,.481,3.1,3.4,.920,0.4,3.3,3.7,4.5,1.0,0.4,2.2,1.3,18.0
Lonnie Walker,SG,22,SAS,33,27,26.6,4.2,10.3,.413,1.7,4.8,.361,2.5,5.5,.459,.497,1.0,1.3,.791,0.2,2.6,2.8,1.7,0.5,0.4,1.1,2.0,11.2
John Wall,PG,30,HOU,25,25,31.7,7.5,17.7,.424,2.0,6.0,.340,5.5,11.7,.468,.482,4.0,5.3,.744,0.4,2.8,3.2,6.0,0.9,0.7,3.3,1.2,21.0
Brad Wanamaker,PG,31,GSW,37,0,16.2,1.6,4.4,.358,0.4,1.5,.232,1.2,2.9,.425,.398,1.3,1.5,.891,0.2,1.5,1.7,2.7,0.7,0.2,0.9,1.4,4.8
T.J. Warren,SF,27,IND,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
P.J. Washington,PF,22,CHO,33,33,29.3,4.4,9.8,.451,1.4,3.6,.390,3.0,6.2,.485,.522,2.4,3.0,.798,1.5,4.9,6.4,2.9,1.1,1.2,2.2,2.7,12.6
Yuta Watanabe,SF,26,TOR,25,1,11.9,0.8,2.7,.313,0.5,1.4,.371,0.3,1.3,.250,.410,0.4,0.4,.900,0.8,2.3,3.1,0.5,0.4,0.5,0.3,1.0,2.6
Tremont Waters,PG,23,BOS,10,1,9.8,1.0,3.1,.323,0.6,1.5,.400,0.4,1.6,.250,.419,0.7,0.8,.875,0.2,0.6,0.8,3.0,0.6,0.0,1.3,0.6,3.3
Paul Watson,SF,26,TOR,19,0,7.9,0.9,2.1,.425,0.6,1.6,.400,0.3,0.5,.500,.575,0.1,0.1,.500,0.2,1.0,1.2,0.4,0.2,0.1,0.3,0.9,2.5
Quinndary Weatherspoon,SG,24,SAS,6,0,5.8,0.3,1.2,.286,0.0,0.2,.000,0.3,1.0,.333,.286,0.3,0.3,1.000,0.0,0.5,0.5,0.7,0.7,0.2,1.2,1.2,1.0
Russell Westbrook,PG,32,WAS,30,30,34.4,8.2,18.8,.439,1.2,4.0,.308,7.0,14.8,.474,.472,3.4,6.0,.572,1.6,7.8,9.4,9.8,1.2,0.3,4.7,2.9,21.1
Coby White,PG,20,CHI,37,36,32.9,5.8,14.1,.415,2.4,6.8,.353,3.4,7.2,.474,.501,1.9,2.1,.886,0.5,4.4,4.9,5.0,0.4,0.2,2.3,2.6,16.0
Derrick White,SG,26,SAS,11,7,24.2,4.2,10.6,.393,1.8,5.5,.333,2.4,5.2,.456,.479,2.0,2.5,.815,0.2,1.5,1.7,3.5,0.9,1.2,1.2,2.3,12.2
Hassan Whiteside,C,31,SAC,23,1,14.6,3.5,6.0,.580,0.0,0.0,.000,3.5,6.0,.584,.580,1.3,2.4,.545,1.6,4.2,5.7,0.5,0.3,1.3,1.0,1.8,8.3
Greg Whittington,PF,27,DEN,3,0,3.7,0.0,1.0,.000,0.0,0.7,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
